Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,binary_outcome,intake_am_pm,intake_time
Manor (TX),Owner Surrender,Normal,Intact Female,3,Cat,Spayed Female,3,Domestic Shorthair,0.0,PM,2015-06-22
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,2,Chihuahua Longhair,0.0,AM,2013-11-18
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,Miniature Poodle,0.0,PM,2019-08-21
Austin (TX),Stray,Aged,Intact Male,60,Dog,Intact Male,60,Chihuahua Shorthair,0.0,PM,2016-01-18
Del Valle (TX),Stray,Other,Intact Male,120,Dog,Intact Male,120,rare_dog,1.0,PM,2013-10-11
Travis (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2016-04-21
Austin (TX),Owner Surrender,Normal,Intact Female,24,Dog,Intact Female,24,rare_dog,0.0,PM,2018-03-02
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2013-12-06
Austin (TX),Stray,Nursing,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2018-04-06
Travis (TX),Stray,Normal,Neutered Male,120,Dog,Neutered Male,120,Miniature Schnauzer,0.0,PM,2019-08-06
Travis (TX),Owner Surrender,Injured,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2017-05-11
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Shorthair,0.0,AM,2017-08-24
Austin (TX),Stray,Injured,Intact Female,1,Cat,Spayed Female,1,Domestic Longhair,0.0,PM,2016-10-23
Travis (TX),Owner Surrender,Normal,Spayed Female,36,Dog,Spayed Female,36,Chihuahua Shorthair,0.0,PM,2019-09-21
Lago Vista (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,Labrador Retriever,0.0,PM,2016-10-13
Austin (TX),Stray,Normal,Spayed Female,48,Dog,Spayed Female,48,rare_dog,0.0,AM,2014-10-25
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2015-09-06
Austin (TX),Stray,Normal,Intact Female,3,Cat,Spayed Female,3,Domestic Shorthair,0.0,AM,2016-07-28
Austin (TX),Owner Surrender,Normal,Neutered Male,11,Dog,Neutered Male,11,Pit Bull,0.0,PM,2016-11-22
Austin (TX),Stray,Normal,Spayed Female,132,Dog,Spayed Female,132,rare_dog,0.0,PM,2017-08-07
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,rare_dog,0.0,AM,2016-06-11
Bee Cave (TX),Stray,Normal,Intact Male,48,Dog,Neutered Male,48,Jack Russell Terrier,0.0,PM,2015-05-06
Austin (TX),Stray,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Shorthair,0.0,AM,2015-09-10
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,PM,2018-01-02
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2014-07-03
Austin (TX),Owner Surrender,Normal,Spayed Female,72,Dog,Spayed Female,72,Pit Bull,1.0,AM,2014-01-25
Austin (TX),Owner Surrender,Normal,Intact Female,4,Dog,Intact Female,5,rare_dog,0.0,AM,2019-05-11
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,24,Domestic Shorthair,0.0,PM,2019-01-09
Travis (TX),Stray,Nursing,Intact Female,24,Dog,Spayed Female,24,Pit Bull,0.0,AM,2016-05-21
Austin (TX),Owner Surrender,Sick,Spayed Female,7,Cat,Spayed Female,7,Domestic Shorthair,0.0,PM,2019-01-18
Austin (TX),Stray,Normal,Neutered Male,60,Dog,Neutered Male,60,Chihuahua Shorthair,0.0,PM,2017-08-02
Austin (TX),Owner Surrender,Sick,Neutered Male,1,Dog,Neutered Male,1,Pit Bull,0.0,AM,2016-12-11
Austin (TX),Public Assist,Nursing,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,PM,2019-07-06
Austin (TX),Public Assist,Sick,Intact Male,1,Cat,Intact Male,1,Siamese,0.0,AM,2016-08-13
Austin (TX),Owner Surrender,Normal,Spayed Female,48,Dog,Spayed Female,48,Pit Bull,0.0,PM,2017-08-24
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,AM,2015-09-10
Austin (TX),Stray,Injured,Intact Female,2,Cat,Spayed Female,6,Domestic Shorthair,0.0,PM,2019-05-11
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,2,rare_dog,0.0,AM,2019-12-09
Travis (TX),Owner Surrender,Normal,Neutered Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,AM,2017-04-25
Austin (TX),Owner Surrender,Normal,Intact Female,2,Dog,Spayed Female,2,rare_dog,0.0,PM,2018-07-10
Austin (TX),Owner Surrender,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Medium Hair,0.0,PM,2014-07-15
Austin (TX),Owner Surrender,Normal,Intact Male,1,Dog,Neutered Male,2,Chihuahua Shorthair,0.0,AM,2019-05-01
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,PM,2017-10-25
Austin (TX),Stray,Normal,Neutered Male,108,Dog,Neutered Male,108,rare_dog,0.0,PM,2016-04-27
Austin (TX),Owner Surrender,Normal,Neutered Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2014-02-19
Pflugerville (TX),Stray,Normal,Spayed Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2013-11-08
Austin (TX),Owner Surrender,Normal,Neutered Male,60,Dog,Neutered Male,60,German Shepherd,0.0,AM,2016-03-26
Austin (TX),Stray,Normal,Neutered Male,72,Dog,Neutered Male,72,rare_dog,0.0,PM,2020-01-19
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,Labrador Retriever,0.0,AM,2017-01-15
Austin (TX),Stray,Normal,Intact Male,0,Cat,Intact Male,0,Domestic Shorthair,0.0,AM,2016-04-28
Austin (TX),Public Assist,Normal,Neutered Male,60,Dog,Neutered Male,72,Chihuahua Shorthair,0.0,PM,2017-12-24
Austin (TX),Stray,Normal,Spayed Female,48,Cat,Spayed Female,48,Domestic Shorthair,0.0,PM,2017-07-16
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,PM,2014-02-10
Pflugerville (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2015-07-22
Austin (TX),Owner Surrender,Normal,Spayed Female,7,Dog,Spayed Female,7,Labrador Retriever,0.0,AM,2016-04-19
Austin (TX),Stray,Normal,Intact Female,11,Cat,Intact Female,11,Domestic Shorthair,0.0,PM,2018-06-13
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2017-05-18
Austin (TX),Stray,Normal,Spayed Female,168,Dog,Spayed Female,168,Miniature Schnauzer,0.0,PM,2019-04-08
Manor (TX),Public Assist,Sick,Neutered Male,96,Dog,Neutered Male,96,Miniature Schnauzer,0.0,AM,2015-07-06
Austin (TX),Stray,Normal,Neutered Male,7,Cat,Neutered Male,8,Domestic Shorthair,0.0,AM,2018-10-09
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,rare_dog,0.0,PM,2019-02-21
Austin (TX),Stray,Nursing,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,AM,2019-03-20
Austin (TX),Owner Surrender,Normal,Intact Female,6,Dog,Intact Female,7,Pit Bull,0.0,AM,2017-06-29
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2017-05-26
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,2,Domestic Shorthair,0.0,PM,2014-06-01
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2017-11-30
Travis (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,Chihuahua Shorthair,1.0,PM,2013-10-14
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2015-08-07
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,3,Domestic Shorthair,0.0,PM,2016-05-31
Austin (TX),Stray,Normal,Intact Male,96,Dog,Neutered Male,96,German Shepherd,0.0,PM,2016-01-05
Austin (TX),Stray,Normal,Intact Female,0,Cat,Spayed Female,3,rare_cat,0.0,PM,2014-07-04
Austin (TX),Stray,Normal,Intact Male,0,Cat,Intact Male,2,Domestic Shorthair,0.0,PM,2014-03-17
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Medium Hair,0.0,PM,2014-06-15
Austin (TX),Owner Surrender,Normal,Spayed Female,7,Dog,Spayed Female,8,rare_dog,0.0,PM,2017-02-02
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,1.0,PM,2015-06-01
Austin (TX),Owner Surrender,Normal,Spayed Female,144,Dog,Spayed Female,144,rare_dog,0.0,PM,2018-04-07
Austin (TX),Wildlife,Injured,Intact Female,1,Other,Intact Female,1,rare,1.0,PM,2015-03-22
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Raccoon,1.0,PM,2014-11-29
Austin (TX),Stray,Normal,Unknown,0,Cat,Unknown,0,Domestic Shorthair,0.0,PM,2016-04-23
Austin (TX),Stray,Normal,Neutered Male,36,Dog,Neutered Male,36,Chihuahua Shorthair,0.0,AM,2017-09-18
Austin (TX),Public Assist,Normal,Intact Male,24,Dog,Neutered Male,24,Pit Bull,0.0,PM,2019-03-28
Austin (TX),Stray,Normal,Intact Male,4,Dog,Intact Male,5,Catahoula,0.0,AM,2018-11-25
Austin (TX),Owner Surrender,Normal,Neutered Male,2,Dog,Neutered Male,2,Australian Cattle Dog,0.0,PM,2015-10-30
Austin (TX),Stray,Other,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,AM,2018-05-11
Austin (TX),Owner Surrender,Normal,Intact Female,2,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2017-01-16
Austin (TX),Stray,Injured,Intact Female,1,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2019-10-13
Austin (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,3,Chihuahua Longhair,0.0,PM,2014-09-19
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,2,Boxer,0.0,PM,2015-06-15
Austin (TX),Owner Surrender,Normal,Spayed Female,156,Cat,Spayed Female,168,Domestic Longhair,0.0,AM,2014-02-11
Austin (TX),Stray,Normal,Neutered Male,36,Dog,Neutered Male,36,Pit Bull,0.0,PM,2019-04-20
Austin (TX),Wildlife,Normal,Unknown,5,Other,Unknown,5,Bat,1.0,PM,2014-08-03
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Australian Cattle Dog,0.0,PM,2019-09-03
Lago Vista (TX),Stray,Nursing,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,PM,2014-04-27
Austin (TX),Stray,Normal,Intact Female,2,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2015-08-26
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Labrador Retriever,0.0,PM,2016-07-09
Travis (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,AM,2016-10-20
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2019-05-30
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Longhair,0.0,AM,2018-06-08
Austin (TX),Stray,Normal,Intact Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2015-02-16
Austin (TX),Stray,Nursing,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2014-10-23
Leander (TX),Owner Surrender,Normal,Intact Female,2,Dog,Spayed Female,2,Pit Bull,0.0,PM,2014-09-08
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,PM,2018-05-26
Austin (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2017-11-04
Pflugerville (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,4,Labrador Retriever,0.0,PM,2017-04-07
Austin (TX),Stray,Normal,Neutered Male,60,Dog,Neutered Male,60,Catahoula,0.0,PM,2016-10-01
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,German Shepherd,0.0,PM,2017-12-07
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,Labrador Retriever,0.0,PM,2014-07-21
Austin (TX),Owner Surrender,Normal,Neutered Male,36,Dog,Neutered Male,36,Chihuahua Longhair,0.0,AM,2016-05-25
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,8,Domestic Shorthair,0.0,PM,2015-05-21
Austin (TX),Stray,Nursing,Unknown,0,Cat,Unknown,0,Domestic Shorthair,0.0,PM,2016-05-01
Austin (TX),Wildlife,Sick,Unknown,1,Other,Unknown,1,rare,1.0,PM,2014-03-22
Austin (TX),Stray,Normal,Neutered Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2019-12-31
Austin (TX),Public Assist,Normal,Intact Male,24,Dog,Intact Male,24,Pit Bull,0.0,PM,2014-08-06
Austin (TX),Owner Surrender,Normal,Intact Female,3,Cat,Spayed Female,5,Domestic Shorthair,0.0,AM,2016-07-11
Austin (TX),Stray,Injured,Intact Female,24,Cat,Intact Female,24,Domestic Shorthair,1.0,AM,2015-11-08
Austin (TX),Stray,Injured,Intact Male,4,Dog,Neutered Male,5,Jack Russell Terrier,0.0,PM,2017-06-03
Austin (TX),Stray,Normal,Intact Male,36,Dog,Neutered Male,36,Pit Bull,0.0,PM,2013-10-08
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2019-02-25
Austin (TX),Owner Surrender,Normal,Spayed Female,1,Dog,Spayed Female,1,rare_dog,0.0,AM,2019-08-04
Travis (TX),Stray,Normal,Intact Female,11,Dog,Intact Female,1,Australian Shepherd,0.0,PM,2015-12-02
Austin (TX),Owner Surrender,Normal,Neutered Male,108,Dog,Neutered Male,108,Dachshund,0.0,PM,2018-08-18
Austin (TX),Wildlife,Normal,Unknown,24,Other,Unknown,24,Bat,1.0,PM,2017-03-16
Austin (TX),Stray,Normal,Spayed Female,36,Dog,Spayed Female,36,rare_dog,0.0,AM,2017-10-22
Austin (TX),Owner Surrender,Normal,Intact Female,4,Cat,Spayed Female,4,Domestic Shorthair,0.0,PM,2019-12-02
Travis (TX),Stray,Sick,Intact Male,2,Cat,Intact Male,3,Domestic Shorthair,0.0,PM,2014-07-24
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2016-08-31
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2017-09-11
Austin (TX),Stray,Normal,Intact Male,10,Dog,Intact Male,10,Chihuahua Shorthair,0.0,PM,2016-05-11
Austin (TX),Stray,Sick,Spayed Female,60,Cat,Spayed Female,60,Domestic Shorthair,1.0,AM,2018-04-18
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2019-06-17
Austin (TX),Euthanasia Request,Sick,Intact Male,48,Dog,Intact Male,48,Pit Bull,1.0,AM,2015-08-08
Austin (TX),Owner Surrender,Normal,Neutered Male,10,Dog,Neutered Male,10,Chihuahua Shorthair,0.0,PM,2019-04-01
Austin (TX),Owner Surrender,Normal,Spayed Female,36,Dog,Spayed Female,36,Pit Bull,0.0,PM,2014-11-06
Austin (TX),Public Assist,Normal,Intact Male,0,Dog,Intact Male,0,rare_dog,0.0,PM,2015-05-29
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,2,German Shepherd,0.0,PM,2019-06-02
Austin (TX),Owner Surrender,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Medium Hair,0.0,PM,2016-09-14
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,rare_dog,0.0,PM,2017-08-16
Travis (TX),Public Assist,Normal,Spayed Female,36,Dog,Spayed Female,36,Australian Cattle Dog,0.0,PM,2017-07-27
Austin (TX),Stray,Normal,Intact Female,9,Dog,Spayed Female,10,rare_dog,0.0,AM,2019-09-19
Manor (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,Boxer,0.0,PM,2015-10-03
Austin (TX),Owner Surrender,Aged,Neutered Male,144,Cat,Neutered Male,144,Domestic Shorthair,0.0,AM,2016-10-11
Austin (TX),Stray,Injured,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,AM,2018-04-30
Austin (TX),Owner Surrender,Normal,Intact Male,24,Dog,Neutered Male,36,Pit Bull,0.0,PM,2017-11-04
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2018-06-03
Austin (TX),Owner Surrender,Normal,Neutered Male,72,Dog,Neutered Male,72,Cairn Terrier,0.0,PM,2013-12-08
Austin (TX),Stray,Injured,Spayed Female,180,Cat,Spayed Female,180,Domestic Shorthair,0.0,PM,2017-04-20
Austin (TX),Stray,Normal,Spayed Female,84,Dog,Spayed Female,84,rare_dog,0.0,PM,2017-03-23
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2017-08-29
Austin (TX),Public Assist,Normal,Spayed Female,48,Dog,Spayed Female,48,rare_dog,0.0,PM,2018-07-27
Austin (TX),Owner Surrender,Normal,Neutered Male,60,Dog,Neutered Male,60,Cairn Terrier,0.0,AM,2015-01-07
Travis (TX),Stray,Injured,Intact Female,9,Dog,Spayed Female,10,rare_dog,0.0,AM,2016-12-23
Austin (TX),Stray,Normal,Neutered Male,60,Cat,Neutered Male,60,Domestic Shorthair,0.0,PM,2013-11-29
Austin (TX),Stray,Normal,Unknown,0,Cat,Unknown,0,Domestic Shorthair,0.0,PM,2019-09-19
Austin (TX),Stray,Injured,Intact Female,2,Cat,Spayed Female,4,Domestic Shorthair,0.0,PM,2019-07-13
Austin (TX),Stray,Normal,Neutered Male,7,Dog,Neutered Male,7,rare_dog,0.0,PM,2016-09-04
Austin (TX),Stray,Normal,Intact Male,2,Cat,Intact Male,2,Domestic Shorthair,0.0,PM,2014-07-06
Travis (TX),Stray,Injured,Unknown,1,Bird,Unknown,1,Chicken,1.0,PM,2019-03-05
Austin (TX),Stray,Normal,Intact Male,2,Dog,Neutered Male,2,rare_dog,0.0,PM,2019-09-07
Manor (TX),Stray,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Shorthair,0.0,PM,2017-02-11
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,rare_cat,0.0,PM,2015-06-01
Austin (TX),Stray,Sick,Intact Female,2,Dog,Spayed Female,2,Boxer,0.0,AM,2014-08-02
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2019-09-13
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2014-06-23
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,AM,2016-10-24
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,36,Boxer,0.0,PM,2015-05-19
Austin (TX),Public Assist,Normal,Intact Female,1,Dog,Intact Female,1,Pit Bull,0.0,PM,2016-05-18
Austin (TX),Stray,Normal,Neutered Male,48,Dog,Neutered Male,48,rare_dog,0.0,PM,2015-08-20
Austin (TX),Stray,Normal,Neutered Male,24,Cat,Neutered Male,24,Domestic Longhair,0.0,PM,2014-04-17
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2019-05-03
Austin (TX),Stray,Normal,Neutered Male,48,Dog,Neutered Male,48,rare_dog,0.0,AM,2014-12-15
Austin (TX),Stray,Normal,Neutered Male,11,Dog,Neutered Male,11,Labrador Retriever,0.0,PM,2016-05-14
Austin (TX),Owner Surrender,Medical,Spayed Female,3,Cat,Spayed Female,2,Domestic Shorthair,0.0,PM,2019-12-01
Austin (TX),Stray,Normal,Intact Female,9,Cat,Intact Female,10,Domestic Longhair,0.0,PM,2014-10-30
Travis (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,AM,2018-07-23
Austin (TX),Stray,Normal,Intact Female,7,Dog,Spayed Female,8,Pointer,0.0,AM,2019-03-06
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,rare_dog,0.0,PM,2016-06-22
Austin (TX),Euthanasia Request,Sick,Neutered Male,120,Dog,Neutered Male,120,Miniature Poodle,1.0,PM,2016-05-25
Outside Jurisdiction,Owner Surrender,Normal,Spayed Female,1,Dog,Spayed Female,1,Pit Bull,0.0,PM,2015-12-31
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2015-05-23
Austin (TX),Owner Surrender,Normal,Unknown,1,Other,Unknown,1,rare,0.0,PM,2017-05-23
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2014-06-18
Austin (TX),Stray,Nursing,Intact Male,0,Dog,Intact Male,0,Pit Bull,0.0,PM,2015-04-10
Travis (TX),Stray,Normal,Intact Male,4,Dog,Neutered Male,4,Labrador Retriever,0.0,PM,2014-01-07
Austin (TX),Owner Surrender,Normal,Intact Male,0,Dog,Intact Male,0,rare_dog,0.0,PM,2013-11-04
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2019-05-04
Austin (TX),Stray,Normal,Intact Female,5,Cat,Intact Female,5,Domestic Shorthair,0.0,AM,2015-01-20
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2016-05-05
Austin (TX),Stray,Normal,Intact Female,24,Cat,Spayed Female,24,Siamese,0.0,PM,2017-04-03
Austin (TX),Stray,Normal,Intact Female,5,Dog,Spayed Female,5,rare_dog,0.0,PM,2015-01-27
Travis (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2015-02-13
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,5,Domestic Medium Hair,0.0,AM,2016-09-29
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2019-03-08
Pflugerville (TX),Stray,Normal,Spayed Female,156,Cat,Spayed Female,156,Domestic Medium Hair,0.0,PM,2017-10-22
Austin (TX),Stray,Normal,Unknown,0,Other,Unknown,0,rare,0.0,AM,2015-11-10
Austin (TX),Stray,Normal,Spayed Female,1,Dog,Spayed Female,1,Pit Bull,0.0,PM,2018-03-28
Travis (TX),Stray,Normal,Intact Female,8,Dog,Spayed Female,8,rare_dog,0.0,PM,2019-11-25
Austin (TX),Owner Surrender,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2015-08-06
Austin (TX),Owner Surrender,Normal,Spayed Female,84,Dog,Spayed Female,96,Labrador Retriever,0.0,PM,2017-10-11
Pflugerville (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,Labrador Retriever,0.0,PM,2013-12-27
Austin (TX),Owner Surrender,Normal,Intact Male,1,Dog,Intact Male,1,Chihuahua Shorthair,0.0,AM,2013-12-31
